ID No,Prog Code,Gender,YoG,CGPA,CGPA100,CGPA200,CGPA300,CGPA400,SGPA,Cluster
72558,CIS,Female,2011,4.08,3.64,4.28,4.21,4.29,2.14,2
62937,CIS,Female,2011,2.54,2.6,2.64,2.62,2.32,2.19,0
73791,CIS,Female,2011,3.47,3.53,3.76,3.38,3.14,3.05,1
57913,CIS,Female,2011,3.33,3.21,3.42,3.1,3.51,2.86,1
68603,CIS,Male,2012,2.35,3.34,2.13,2.74,1.75,2.5,0
93086,CIS,Female,2011,4.05,3.55,4.11,4.28,4.38,3.21,2
64973,CIS,Male,2012,2.15,3.09,2.26,2.16,1.56,2.23,0
61082,CIS,Male,2011,2.77,2.94,2.53,2.77,2.91,2.27,0
72797,CIS,Male,2011,2.45,2.89,2.1,1.87,2.75,2.86,0
44651,CIS,Male,2011,3.09,3.45,2.84,3.34,2.79,3.21,3
83149,CIS,Male,2011,3.66,3.17,3.98,4.07,3.6,2.86,1
60578,CIS,Male,2012,2.84,2.43,3.23,2.54,2.56,2.81,0
83312,CIS,Male,2011,3.57,3.91,3.4,3.69,3.29,3.59,1
47979,CIS,Female,2012,2.44,3.04,2.5,2.55,1.89,3.75,0
91873,CIS,Male,2011,3.56,3.34,3.75,3.45,3.7,3.36,1
87123,CIS,Female,2011,2.51,2.87,2.55,2.55,2.25,2.89,0
59674,CIS,Female,2011,3.04,3.3,3.53,2.9,2.45,2.86,3
88888,CIS,Male,2013,1.97,2.96,1.84,2.06,1.54,2.63,0
50564,CIS,Female,2011,3.52,3.0,3.44,3.66,4.1,2.97,1
23766,CIS,Female,2011,4.41,4.3,4.37,4.24,4.69,4.22,2
66075,CIS,Male,2011,2.78,3.53,2.47,2.81,2.46,3.75,3
77151,CIS,Male,2011,3.25,3.49,2.84,3.34,3.4,3.91,3
58777,CIS,Female,2011,4.16,3.81,4.51,4.24,4.14,2.42,2
65687,CIS,Male,2011,3.18,3.74,3.47,2.97,2.6,3.36,3
70085,CIS,Female,2011,3.88,3.53,3.78,3.9,4.36,3.33,1
25819,CIS,Male,2013,2.6,2.91,2.26,2.13,2.96,3.28,0
54788,CIS,Female,2011,3.44,2.96,3.42,3.74,3.77,3.05,1
88976,CIS,Female,2011,2.5,2.49,2.43,2.48,2.58,2.77,0
76865,CIS,Male,2011,3.58,3.62,3.09,4.14,3.69,3.3,1
64243,CIS,Male,2011,3.41,2.91,3.33,3.87,3.72,2.59,1
31788,CIS,Male,2011,4.4,4.21,4.6,4.28,4.5,2.86,2
31030,CIS,Female,2011,4.05,4.15,4.33,3.97,3.71,3.84,2
56515,CIS,Female,2011,2.79,2.91,3.14,2.94,2.34,2.66,3
88281,CIS,Male,2011,4.83,4.74,4.79,4.93,4.88,4.45,2
32319,CIS,Female,2011,4.68,4.68,4.81,4.62,4.6,3.83,2
31189,CIS,Female,2011,4.07,3.57,3.98,4.52,4.4,2.11,2
66271,CIS,Female,2011,4.12,3.62,4.24,4.34,4.4,3.75,2
90444,CIS,Female,2011,3.91,3.57,4.09,3.9,4.1,2.32,1
86550,CIS,Male,2013,2.19,3.09,3.36,1.32,1.98,2.81,0
72654,CIS,Male,2012,2.81,2.74,2.27,1.87,2.81,2.81,0
41972,CIS,Male,2011,3.8,4.0,3.79,3.9,3.5,3.48,1
63117,CIS,Male,2013,2.52,3.79,1.42,2.13,2.48,2.27,0
92544,CIS,Male,2011,3.37,3.66,2.82,3.73,3.21,3.48,3
68521,CIS,Female,2012,3.34,3.3,3.23,3.16,3.38,2.58,3
54961,CIS,Female,2012,4.41,4.24,4.35,4.76,4.4,3.04,2
86952,CIS,Female,2013,3.58,3.38,3.68,3.45,3.76,2.73,1
49064,CIS,Male,2012,3.44,3.93,3.41,3.17,2.9,2.19,3
40464,CIS,Male,2012,2.94,3.71,2.93,2.71,2.36,2.59,3
41942,CIS,Female,2013,1.87,2.2,2.43,1.62,1.42,3.04,0
48944,CIS,Female,2012,3.86,4.13,3.84,3.55,3.82,3.28,1
71570,CIS,Female,2013,3.58,3.8,3.19,3.63,3.7,4.45,1
60657,CIS,Female,2012,3.27,3.62,2.73,3.03,3.63,3.36,3
32884,CIS,Female,2012,4.28,4.16,4.26,4.83,4.07,3.2,2
60275,CIS,Male,2012,2.82,2.93,2.85,2.68,2.73,2.21,3
32077,CIS,Male,2012,3.65,4.11,3.37,3.55,3.39,3.91,1
79645,CIS,Male,2012,3.36,3.67,3.07,3.19,2.9,3.26,3
32034,CIS,Male,2012,4.2,4.36,4.09,4.48,3.8,3.26,2
97102,CIS,Male,2012,3.25,4.04,3.16,2.87,2.67,3.4,3
28448,CIS,Female,2012,4.52,4.53,4.49,4.62,4.48,2.98,2
87742,CIS,Male,2012,3.97,4.24,4.05,3.9,3.64,3.75,1
53672,CIS,Male,2012,3.56,4.04,3.22,3.35,3.4,3.54,1
84617,CIS,Female,2012,3.16,3.38,3.6,2.72,2.72,3.57,3
65484,CIS,Male,2012,4.43,4.91,4.3,4.83,3.76,4.1,2
63878,CIS,Female,2012,4.2,4.11,4.28,3.97,4.38,2.81,2
64614,CIS,Female,2012,4.0,3.93,3.95,4.14,4.02,3.68,2
41650,CIS,Female,2012,3.99,4.27,3.81,4.1,3.61,3.36,1
62642,CIS,Female,2012,3.81,3.96,3.41,3.69,3.98,3.3,1
64369,CIS,Male,2012,3.92,3.89,3.59,4.38,4.0,2.76,1
90349,CIS,Male,2012,3.61,3.2,3.48,3.93,3.33,2.14,1
93599,CIS,Male,2012,3.18,4.13,3.0,2.55,2.85,2.99,3
82482,CIS,Male,2012,3.81,3.96,3.7,3.86,3.57,4.24,1
83873,CIS,Male,2013,2.76,3.42,2.6,3.16,2.2,2.77,3
47714,CIS,Male,2012,4.52,4.56,4.63,4.21,4.57,4.14,2
87548,CIS,Male,2012,3.53,3.51,3.77,3.48,3.33,3.67,1
35241,CIS,Male,2013,2.08,3.31,2.15,1.42,1.62,2.19,0
45611,CIS,Male,2012,4.49,4.36,4.19,4.81,4.32,4.93,2
82166,CIS,Female,2012,3.27,3.87,3.05,2.87,3.15,2.5,3
55674,CIS,Male,2013,2.52,3.33,2.45,2.26,2.15,3.52,0
61442,CIS,Female,2012,3.18,3.07,3.1,3.38,3.06,2.5,3
78089,CIS,Male,2012,3.88,3.91,3.56,3.76,3.74,3.68,1
72320,CIS,Male,2012,4.35,4.58,4.26,4.79,3.73,2.98,2
40771,CIS,Male,2012,3.23,3.42,2.8,3.03,3.36,2.88,3
30560,CIS,Female,2012,3.86,3.76,3.88,4.34,3.6,4.14,1
72940,CIS,Male,2012,2.74,2.76,2.83,2.72,2.29,2.19,0
54888,CIS,Male,2012,3.78,3.98,3.35,3.81,3.98,2.71,1
33381,CIS,Male,2012,4.5,4.71,4.26,4.79,4.13,3.98,2
38897,CIS,Male,2012,4.36,4.38,4.19,4.39,4.31,3.2,2
39152,CIS,Male,2013,2.66,3.56,2.6,2.38,2.22,2.85,0
35913,CIS,Male,2012,4.25,3.82,4.33,4.79,4.25,3.59,2
27069,CIS,Male,2012,3.52,3.51,3.64,4.14,2.87,3.67,1
26554,CIS,Female,2012,4.03,3.71,3.93,4.48,4.17,3.82,2
59815,CIS,Male,2013,3.63,4.49,3.41,3.62,2.98,3.23,1
26765,CIS,Male,2012,3.32,3.58,3.26,3.66,2.91,2.14,3
61118,CIS,Male,2012,3.67,4.04,3.49,3.19,3.63,3.59,1
70357,CIS,Female,2013,2.6,2.53,2.18,3.45,2.64,2.73,0
53131,CIS,Male,2012,3.83,4.07,3.74,3.42,3.48,2.92,1
83079,CIS,Male,2012,4.31,4.27,4.42,4.59,4.05,2.81,2
52475,CIS,Female,2012,3.14,3.38,3.15,2.79,3.11,2.4,3
30887,CIS,Male,2013,2.65,3.69,2.66,2.03,2.24,2.29,0
88682,CIS,Female,2012,3.38,3.02,3.25,3.38,3.58,2.97,1
31120,CIS,Male,2012,3.27,3.8,2.63,3.45,3.15,3.28,3
96364,CIS,Male,2012,3.77,4.38,3.56,4.0,2.96,3.47,1
54794,CIS,Male,2012,4.36,4.53,4.33,4.62,4.02,3.06,2
60990,CIS,Male,2012,3.25,3.76,3.43,3.06,2.46,2.02,3
81739,CIS,Male,2012,3.33,3.76,3.47,3.03,2.74,3.19,3
34861,CIS,Male,2012,4.38,4.67,4.04,4.52,3.93,3.06,2
35610,CIS,Male,2012,3.91,3.89,3.81,4.07,3.93,3.96,1
79096,CIS,Male,2013,2.55,2.58,2.68,2.29,2.52,1.77,0
46386,CIS,Male,2013,2.18,2.76,2.0,2.23,1.96,2.5,0
70814,CIS,Male,2012,3.5,3.64,3.19,3.34,3.44,3.57,1
61240,CIS,Male,2012,4.25,4.22,4.3,4.45,3.93,3.67,2
86821,CIS,Female,2012,3.44,3.56,3.16,3.59,3.36,2.58,1
84495,CIS,Male,2014,2.66,3.02,2.33,2.71,2.65,3.13,0
68942,CIS,Female,2012,2.88,2.76,2.56,3.23,3.08,2.34,3
66947,CIS,Female,2012,4.62,4.67,4.7,4.83,4.36,3.28,2
86493,CIS,Female,2013,2.37,3.18,2.04,1.93,2.28,2.33,0
67112,CIS,Male,2014,3.14,3.44,2.89,2.56,3.1,3.89,3
67008,CIS,Male,2012,3.05,3.09,2.79,3.57,2.82,2.95,3
71375,CIS,Female,2012,2.94,3.96,2.84,1.9,2.83,3.59,3
73469,CIS,Female,2012,3.32,3.49,2.91,3.33,3.53,3.19,1
49466,CIS,Male,2012,3.18,3.64,1.92,3.23,2.98,2.85,3
52401,CIS,Male,2012,3.87,4.62,3.0,4.34,3.42,3.66,1
79158,CIS,Male,2013,3.23,3.07,2.94,4.07,3.16,2.5,3
90211,CIS,Female,2012,3.91,3.5,3.5,4.29,3.67,2.66,1
53606,CIS,Female,2013,3.43,3.91,3.74,2.38,3.36,3.33,1
26701,CIS,Female,2013,4.15,4.31,4.29,4.0,3.95,3.89,2
25612,CIS,Male,2013,2.97,3.51,2.23,2.38,3.47,3.13,3
62015,CIS,Male,2013,3.66,4.04,3.36,3.28,3.8,3.06,1
55526,CIS,Male,2014,2.29,2.33,1.77,2.41,2.58,3.13,0
34632,CIS,Male,2013,2.86,3.24,2.82,2.81,2.62,2.64,3
58432,CIS,Male,2013,3.91,3.67,4.14,3.93,3.93,3.75,1
83474,CIS,Male,2014,2.0,1.89,1.54,1.74,2.43,2.81,0
86006,CIS,Female,2013,4.49,4.16,4.76,4.52,4.57,3.75,2
96520,CIS,Male,2013,3.54,3.62,3.43,3.66,3.48,2.81,1
54194,CIS,Male,2013,3.59,3.04,3.14,3.89,4.29,2.34,1
48385,CIS,Female,2013,4.01,4.0,3.93,4.1,4.05,3.36,2
52844,CIS,Female,2013,3.64,3.84,3.76,3.03,3.71,3.06,1
53071,CIS,Female,2013,3.74,3.4,3.91,3.48,4.12,2.67,1
90740,CIS,Male,2013,4.2,4.44,4.48,3.52,4.14,4.24,2
95759,CIS,Female,2013,3.63,3.42,3.8,3.79,3.55,3.16,1
44312,CIS,Male,2013,2.93,3.4,2.47,2.52,3.22,2.5,3
41264,CIS,Female,2013,4.2,4.09,4.43,3.9,4.29,2.23,2
25706,CIS,Female,2013,3.79,3.64,3.93,4.21,3.52,2.36,1
33821,CIS,Male,2013,3.21,3.33,3.71,2.97,2.77,2.29,3
87112,CIS,Male,2013,3.02,3.04,2.98,2.97,3.08,2.68,3
77466,CIS,Male,2013,3.59,3.82,3.4,3.1,3.87,1.91,1
54969,CIS,Male,2013,4.17,4.18,4.19,4.04,4.23,2.85,2
26018,CIS,Male,2013,3.36,3.93,3.31,2.7,3.23,3.02,3
32641,CIS,Female,2013,3.92,3.4,4.4,4.0,3.95,2.97,1
89501,CIS,Male,2013,3.48,3.42,3.43,3.52,3.55,2.71,1
59373,CIS,Male,2013,3.7,3.87,4.0,3.45,3.4,2.43,1
24878,CIS,Male,2013,2.55,3.04,2.13,2.13,2.82,3.54,0
90408,CIS,Male,2013,3.89,3.73,3.52,4.21,4.19,2.92,1
70320,CIS,Male,2013,3.19,3.31,3.12,3.03,3.24,2.08,3
38937,CIS,Male,2013,2.56,2.47,2.09,2.73,3.0,2.08,0
57372,CIS,Male,2013,2.22,2.42,1.79,2.1,2.35,3.05,0
52632,CIS,Female,2013,3.88,3.8,4.26,3.69,3.71,1.76,1
29869,CIS,Female,2013,3.68,3.44,3.67,3.52,4.05,3.19,1
50943,CIS,Male,2013,2.24,2.96,1.48,1.58,2.63,2.43,0
28638,CIS,Male,2013,3.22,3.24,2.66,2.9,3.88,3.52,3
52898,CIS,Male,2013,3.49,3.71,3.77,4.17,2.67,2.42,1
64738,CIS,Male,2013,3.88,4.09,4.02,3.79,3.57,2.97,1
42930,CIS,Female,2013,4.71,4.71,4.9,4.66,4.55,3.75,2
30519,CIS,Male,2013,3.84,3.51,4.41,3.48,3.83,3.28,1
67474,CIS,Male,2013,4.44,4.42,4.43,4.28,4.6,2.36,2
77955,CIS,Male,2014,2.51,2.71,2.08,2.91,2.5,2.78,0
50270,CIS,Male,2013,3.94,3.82,4.14,3.96,3.84,2.67,1
95818,CIS,Male,2013,3.41,3.58,3.55,2.22,3.78,1.84,3
54748,CIS,Female,2013,3.07,3.06,3.14,3.0,3.06,2.5,3
37567,CIS,Male,2013,4.54,4.53,4.67,4.34,4.55,3.52,2
73087,CIS,Male,2013,3.13,3.73,2.44,2.59,3.64,3.57,3
68115,CIS,Female,2013,3.37,3.51,3.43,3.07,3.36,2.56,1
82170,CIS,Male,2014,2.86,3.11,3.16,2.81,2.47,2.66,3
65756,CIS,Male,2013,4.8,4.78,4.81,4.83,4.81,4.22,2
71608,CIS,Male,2013,2.11,2.64,2.07,1.52,1.99,2.24,0
74453,CIS,Male,2013,3.89,3.96,4.14,3.28,3.98,2.29,1
60815,CIS,Male,2013,2.67,2.33,2.51,2.65,3.13,2.77,0
66019,CIS,Female,2013,4.73,4.84,4.9,4.72,4.43,4.14,2
31231,CIS,Male,2014,2.28,2.09,1.91,2.58,2.62,2.22,0
83497,CIS,Male,2013,3.5,3.16,3.5,3.72,3.68,2.97,1
25538,CIS,Female,2013,3.34,3.36,3.36,3.31,3.33,2.29,1
88770,CIS,Male,2013,3.99,4.0,3.95,3.72,4.21,3.54,1
90303,CIS,Female,2013,4.75,4.69,4.88,4.93,4.55,3.2,2
24035,CIS,Male,2013,3.2,4.0,2.9,2.52,3.13,3.06,3
48735,CIS,Male,2013,3.02,3.29,2.85,2.32,3.3,3.75,3
32169,CIS,Male,2013,2.84,2.98,2.22,2.85,3.31,1.84,3
65037,CIS,Female,2013,3.78,4.24,3.52,3.41,3.79,2.85,1
23728,CIS,Male,2014,2.61,3.67,2.06,2.64,2.36,3.67,0
51698,CIS,Female,2013,3.74,4.11,3.55,3.48,3.7,3.52,1
60793,CIS,Male,2013,4.04,4.13,3.88,3.97,4.17,2.43,1
35549,CIS,Male,2013,2.63,3.53,1.74,1.74,3.09,2.43,0
25338,CIS,Male,2013,3.75,3.67,3.25,3.81,4.29,2.99,1
65696,CIS,Male,2013,4.19,3.82,4.19,4.66,4.26,2.19,2
80200,CIS,Male,2013,2.74,2.8,2.61,2.13,3.0,2.99,0
75563,CIS,Female,2013,4.61,4.31,4.67,4.86,4.71,2.25,2
60606,CIS,Female,2013,4.44,4.49,4.52,4.21,4.45,2.66,2
50505,CIS,Male,2013,4.75,4.73,4.83,4.72,4.71,2.34,2
78364,CIS,Male,2013,4.84,4.84,4.98,4.76,4.76,3.13,2
54621,CIS,Male,2013,4.28,4.22,4.48,4.45,4.05,2.27,2
78959,CIS,Male,2013,3.01,3.44,2.28,2.76,3.51,3.05,3
50437,CIS,Male,2013,4.6,4.6,4.74,4.52,4.52,3.28,2
72220,CIS,Male,2013,4.13,4.64,4.17,3.79,3.76,3.4,2
80308,CIS,Female,2013,3.35,2.78,3.73,3.0,3.72,2.43,1
97168,CIS,Male,2013,2.74,3.02,3.17,3.17,2.05,2.43,3
59170,CIS,Male,2013,3.94,4.67,3.83,3.59,3.55,3.68,1
90499,CIS,Female,2013,2.23,1.93,1.98,2.03,2.62,2.38,0
32152,CIS,Male,2013,2.71,2.6,2.0,2.81,3.11,3.13,0
55310,CIS,Female,2013,4.16,4.0,4.23,3.93,4.4,2.71,2
95263,CIS,Male,2013,4.37,4.42,4.33,4.34,4.36,2.64,2
44903,CIS,Male,2013,4.28,4.04,4.67,4.41,4.05,3.16,2
83592,CIS,Male,2013,4.02,3.58,4.43,4.41,3.81,2.43,1
78972,CIS,Male,2013,3.22,3.24,3.5,2.71,3.24,2.27,3
71808,CIS,Female,2013,3.74,3.84,3.88,3.34,3.76,2.58,1
96300,CIS,Male,2014,2.46,2.87,2.25,1.39,2.85,2.58,0
88520,CIS,Male,2013,2.93,3.18,2.23,2.45,3.73,3.13,3
32486,CIS,Female,2013,2.81,2.44,2.81,2.48,3.22,3.13,3
50512,CIS,Female,2013,3.69,2.98,3.86,3.9,4.09,3.26,1
97368,CIS,Male,2013,3.68,4.29,3.42,3.38,3.51,2.54,1
58948,CIS,Male,2014,4.1,4.0,4.26,4.38,3.86,3.98,2
97530,CIS,Male,2014,3.77,3.69,3.71,3.76,3.93,3.89,1
84997,CIS,Female,2014,4.76,4.47,4.9,4.93,4.81,2.67,2
69690,CIS,Male,2014,3.36,3.0,2.98,4.26,3.51,2.08,3
57194,CIS,Female,2014,4.22,3.82,4.07,4.76,4.4,3.54,2
55768,CIS,Female,2014,4.4,4.11,4.62,4.55,4.38,2.4,2
34797,CIS,Male,2014,3.39,3.4,2.73,3.66,3.86,2.85,3
96529,CIS,Male,2014,3.64,3.27,3.6,4.17,3.72,4.1,1
79420,CIS,Female,2014,3.75,3.56,3.67,3.84,3.98,2.85,1
40810,CIS,Female,2014,4.79,4.53,4.93,5.0,4.79,4.24,2
79407,CIS,Female,2014,4.2,3.64,4.43,4.59,4.29,2.88,2
72390,CIS,Male,2014,3.94,3.84,4.14,4.1,3.74,3.25,1
59101,CIS,Female,2014,4.03,4.27,4.05,4.07,3.73,3.31,2
92746,CIS,Female,2014,3.69,3.51,3.49,3.86,3.98,2.97,1
54552,CIS,Male,2014,4.72,4.73,4.79,4.52,4.76,3.22,2
51554,CIS,Male,2014,3.62,3.4,3.71,3.97,3.52,2.15,1
95381,CIS,Female,2014,4.61,4.49,4.69,5.0,4.4,4.17,2
50091,CIS,Female,2014,4.71,4.44,4.81,5.0,4.69,3.4,2
84757,CIS,Male,2014,3.66,2.76,3.56,4.66,4.05,3.13,1
65226,CIS,Male,2014,3.94,4.47,2.9,4.1,4.23,3.96,1
46500,CIS,Male,2014,3.25,3.47,2.64,3.61,3.33,3.13,3
23868,CIS,Female,2014,3.13,3.02,2.94,3.41,3.26,3.75,3
94115,CIS,Female,2014,3.58,3.02,3.64,3.79,3.95,3.26,1
81433,CIS,Male,2014,3.91,3.22,4.0,4.38,4.21,3.26,1
25503,CIS,Female,2014,3.33,3.42,3.4,3.52,3.02,3.13,1
48069,CIS,Male,2014,3.08,2.82,2.98,3.69,3.06,3.83,3
37749,CIS,Male,2014,4.32,4.02,4.4,4.59,4.36,3.47,2
63547,CIS,Female,2014,3.39,2.89,3.31,3.69,3.8,2.99,1
76656,CIS,Female,2014,3.99,3.78,4.24,4.07,3.9,1.8,1
76535,CIS,Male,2014,3.91,3.98,3.64,4.31,3.8,3.61,1
37492,CIS,Female,2014,4.99,4.96,5.0,5.0,5.0,4.31,2
74856,CIS,Male,2014,3.66,3.51,3.62,4.28,3.43,1.95,1
80603,CIS,Male,2014,3.63,3.6,3.4,3.83,3.73,2.7,1
82438,CIS,Male,2014,3.54,3.31,3.35,4.14,3.55,3.06,1
52489,CIS,Male,2014,3.9,4.18,3.43,3.81,4.09,2.29,1
25090,CIS,Male,2014,3.7,3.47,3.81,4.1,3.55,3.59,1
80003,CIS,Male,2014,3.55,3.51,3.76,3.84,3.2,2.23,1
64471,MIS,Male,2010,1.69,2.0,2.09,1.13,1.54,1.96,0
83325,MIS,Male,2010,1.52,1.84,1.17,1.92,1.37,2.34,0
70953,MIS,Male,2011,2.23,2.48,2.54,2.79,1.51,2.21,0
60034,MIS,Male,2011,3.15,2.93,3.45,3.3,2.98,3.4,3
84270,MIS,Male,2010,2.72,3.23,1.72,3.23,2.95,3.61,3
90430,MIS,Male,2010,2.47,3.34,1.57,2.68,2.46,2.34,0
43863,MIS,Male,2010,2.38,2.98,2.56,1.89,2.28,3.13,0
66458,MIS,Male,2011,2.33,2.67,2.15,1.64,2.22,3.13,0
67006,MIS,Female,2010,2.22,2.1,2.71,1.91,2.18,3.44,0
47288,MIS,Male,2010,2.6,2.73,2.39,2.51,1.54,2.5,0
78010,MIS,Male,2011,1.97,2.15,1.58,2.47,1.81,2.63,0
39894,MIS,Male,2012,2.93,2.19,2.16,3.16,3.57,2.19,3
61939,MIS,Male,2011,3.08,3.24,3.32,3.41,2.64,2.73,3
71532,MIS,Male,2010,3.65,3.34,4.09,4.04,3.33,2.75,1
80274,MIS,Male,2012,3.0,2.51,2.79,1.09,2.78,3.75,0
27297,MIS,Male,2010,2.69,2.73,2.12,3.03,2.65,3.75,0
30931,MIS,Male,2013,2.44,2.74,2.28,1.89,2.76,3.05,0
50568,MIS,Male,2010,3.46,3.14,3.46,3.63,3.67,2.42,1
42966,MIS,Male,2010,3.58,3.48,3.12,4.22,3.73,2.68,1
57021,MIS,Male,2010,4.21,4.3,4.2,4.33,4.07,2.59,2
36567,MIS,Female,2010,2.92,2.68,2.69,3.03,3.33,3.52,3
96310,MIS,Female,2010,4.29,4.05,4.37,4.3,4.44,2.41,2
53291,MIS,Female,2010,3.27,2.59,3.67,3.41,3.4,2.92,1
60693,MIS,Female,2010,3.52,2.82,3.57,3.85,3.96,3.13,1
44121,MIS,Male,2010,3.3,2.82,3.47,3.57,3.42,2.88,3
80079,MIS,Female,2011,2.92,2.72,2.53,2.71,2.85,2.27,0
75313,MIS,Male,2011,3.23,3.35,3.14,2.97,3.37,3.44,3
84234,MIS,Female,2011,4.57,3.98,4.84,4.59,4.87,2.73,2
74976,MIS,Female,2011,4.01,3.32,4.43,4.3,4.07,3.33,2
78112,MIS,Male,2011,4.01,3.78,3.7,4.26,4.24,2.81,1
44862,MIS,Male,2011,2.45,2.95,2.65,2.78,1.77,2.11,0
58704,MIS,Male,2012,2.65,3.39,2.9,2.81,2.04,3.05,3
70880,MIS,Female,2011,3.94,3.77,3.87,3.69,4.32,2.89,1
97254,MIS,Male,2011,3.48,3.2,3.41,3.52,3.82,2.32,1
92605,MIS,Female,2011,4.11,3.45,4.18,4.48,4.29,2.71,2
28675,MIS,Male,2011,2.59,2.8,2.61,2.68,2.41,2.89,0
25919,MIS,Female,2011,3.19,3.34,3.09,2.67,3.41,2.4,3
48030,MIS,Male,2012,2.11,3.11,2.02,1.41,1.73,2.32,0
52612,MIS,Female,2011,3.8,3.61,4.07,3.89,3.67,3.28,1
76727,MIS,Male,2011,3.43,3.18,3.52,3.41,3.6,3.28,1
40104,MIS,Female,2011,4.05,3.55,4.37,4.15,4.17,2.71,2
88172,MIS,Male,2011,2.4,2.75,2.74,2.27,2.01,2.5,0
88702,MIS,Male,2011,2.9,3.16,3.35,2.29,2.75,3.02,3
50843,MIS,Male,2011,2.76,2.7,2.85,3.07,2.51,3.04,3
56817,MIS,Male,2011,3.13,3.07,3.13,3.13,3.2,3.13,3
32981,MIS,Male,2011,3.18,2.41,3.77,2.97,3.31,2.86,3
85443,MIS,Female,2011,4.23,3.89,4.7,4.52,3.93,2.34,2
72716,MIS,Female,2012,2.19,3.0,2.6,2.33,1.58,3.44,0
84892,MIS,Male,2011,3.28,2.91,3.29,3.41,3.56,3.05,3
58452,MIS,Female,2011,3.99,3.43,4.51,4.07,3.98,3.54,2
24842,MIS,Male,2014,2.47,1.99,1.48,2.19,2.89,1.95,0
79722,MIS,Female,2011,3.97,3.68,4.37,3.93,3.89,2.89,1
75461,MIS,Female,2011,3.89,3.31,4.53,4.24,3.58,3.59,1
31254,MIS,Female,2011,3.11,2.66,3.46,3.07,3.2,2.42,3
71229,MIS,Female,2011,3.37,2.48,3.36,3.6,4.09,2.58,1
55090,MIS,Male,2011,2.41,2.75,2.64,2.15,2.14,2.42,0
68759,MIS,Male,2011,2.41,3.25,2.38,1.85,2.13,2.58,0
57214,MIS,Male,2011,3.24,3.22,3.56,3.41,2.93,3.3,3
95802,MIS,Male,2011,4.38,4.07,4.56,4.7,4.32,3.28,2
80064,MIS,Female,2011,3.22,3.43,3.11,2.74,3.37,3.67,3
55737,MIS,Male,2011,2.31,2.63,2.59,2.52,1.83,2.5,0
63526,MIS,Female,2011,3.77,3.11,4.3,4.26,3.6,2.19,1
90494,MIS,Female,2011,4.17,3.59,4.67,4.15,4.27,2.86,2
68578,MIS,Female,2011,3.73,3.36,4.14,3.74,3.69,2.81,1
40030,MIS,Female,2011,4.21,3.91,4.47,4.22,4.24,2.95,2
86096,MIS,Female,2011,3.62,2.98,3.78,3.93,3.89,3.3,1
60628,MIS,Male,2011,2.76,2.93,2.73,2.89,2.59,2.05,0
80480,MIS,Female,2011,3.23,3.41,3.49,3.15,2.9,2.41,3
61561,MIS,Male,2011,2.51,3.02,2.98,2.21,2.0,2.5,0
92653,MIS,Male,2011,4.15,3.98,4.69,4.7,3.51,2.42,2
90899,MIS,Female,2011,3.62,3.3,3.77,3.7,3.73,2.11,1
52402,MIS,Male,2011,2.45,3.27,2.17,2.0,2.34,3.04,0
97216,MIS,Male,2011,3.88,3.39,4.06,3.78,4.22,3.05,1
80967,MIS,Female,2011,4.53,4.11,4.84,4.41,4.73,2.95,2
35982,MIS,Male,2011,2.65,3.32,2.61,2.89,2.15,2.41,0
69098,MIS,Female,2011,4.68,4.23,4.81,4.93,4.84,4.3,2
43429,MIS,Male,2013,2.79,2.98,2.24,3.07,3.04,2.13,3
52308,MIS,Male,2012,2.66,2.84,2.32,2.36,2.95,2.81,0
60982,MIS,Male,2012,2.16,3.21,2.33,2.37,1.63,2.29,0
44521,MIS,Male,2011,3.16,1.79,3.35,3.72,3.78,2.15,3
64709,MIS,Male,2011,3.03,3.34,2.79,2.96,3.06,2.58,3
47078,MIS,Female,2012,2.08,3.02,1.96,1.87,1.82,2.81,0
92712,MIS,Female,2011,3.4,3.07,3.43,3.81,3.44,2.32,1
74317,MIS,Female,2011,3.68,3.3,3.51,4.0,4.02,2.5,1
88408,MIS,Female,2011,2.29,1.98,2.33,2.45,2.36,2.08,0
47568,MIS,Male,2013,1.77,2.5,2.0,1.71,1.34,2.92,0
95345,MIS,Male,2011,3.42,3.34,4.07,3.07,2.98,2.81,3
96301,MIS,Male,2011,3.23,2.82,2.9,3.46,3.87,2.5,3
68138,MIS,Female,2011,4.07,3.52,4.63,4.11,4.04,3.2,2
46034,MIS,Female,2011,2.66,2.84,3.14,2.3,2.36,3.04,0
64827,MIS,Female,2011,4.06,3.75,4.36,4.52,3.78,2.71,2
74962,MIS,Female,2011,3.24,3.25,3.28,2.81,3.43,2.77,3
29675,MIS,Male,2011,2.45,3.0,2.69,2.04,2.12,2.42,0
72752,MIS,Female,2011,3.1,2.8,2.73,3.32,3.58,3.75,3
59179,MIS,Female,2011,3.38,3.61,3.6,3.26,3.06,2.41,1
49862,MIS,Male,2011,3.22,3.41,3.05,3.37,3.11,2.59,3
50694,MIS,Female,2011,4.45,4.18,4.44,4.41,4.73,2.41,2
44064,MIS,Female,2011,3.11,3.02,3.58,2.4,3.2,3.39,3
59870,MIS,Male,2011,3.41,3.89,3.28,3.83,2.86,3.68,1
91635,MIS,Male,2011,3.28,3.48,3.44,3.56,2.79,2.95,3
80925,MIS,Female,2011,3.35,2.55,3.63,3.26,3.87,2.81,1
81304,MIS,Female,2011,4.57,4.2,4.79,4.59,4.69,4.22,2
