ID No,Prog Code,Gender,YoG,CGPA,CGPA100,CGPA200,CGPA300,CGPA400,SGPA,Cluster
94914,CHM,Female,2010,4.39,3.98,4.34,4.71,4.56,3.44,2
91235,CHM,Male,2011,2.52,2.41,1.76,3.26,2.97,3.59,0
69836,CHM,Male,2011,3.85,3.2,3.7,4.19,4.52,3.04,1
29820,CHM,Male,2011,3.66,3.37,3.64,3.55,4.07,2.34,1
27517,CHM,Male,2011,2.92,2.67,2.53,3.61,3.04,2.27,3
62033,CHM,Female,2011,4.57,4.14,4.67,4.77,4.81,3.98,2
67733,CHM,Male,2011,4.53,4.14,4.56,4.77,4.79,3.3,2
77613,CHM,Female,2011,3.7,2.94,3.79,4.23,4.1,3.33,1
26062,CHM,Female,2011,3.97,3.08,4.02,4.52,4.55,2.97,2
93570,CHM,Female,2011,4.59,4.2,4.76,4.61,4.86,4.3,2
95953,CHM,Female,2011,3.55,3.04,3.64,4.06,3.67,2.99,1
55239,CHM,Female,2011,3.19,2.61,3.22,4.1,3.16,2.5,1
91485,CHM,Male,2011,4.2,4.0,4.33,4.48,4.07,2.89,2
74636,CHM,Female,2011,4.44,3.84,4.73,4.55,4.76,2.41,2
33564,CHM,Female,2011,3.5,2.49,3.45,4.06,4.31,2.5,1
73249,CHM,Female,2011,3.25,2.8,3.05,3.84,3.62,2.95,1
85319,CHM,Male,2011,2.69,2.55,2.08,3.55,2.98,2.81,3
82005,CHM,Female,2011,3.72,2.63,3.91,4.29,4.31,3.3,1
37106,CHM,Female,2012,2.51,1.82,2.14,3.55,2.87,2.32,0
28368,CHM,Female,2013,2.33,1.76,2.03,2.87,2.83,2.66,0
71942,CHM,Female,2011,3.99,3.86,3.96,4.13,4.09,2.58,1
72346,CHM,Male,2011,2.95,2.63,2.31,3.94,3.46,2.73,3
26385,CHM,Female,2011,3.5,2.51,3.68,4.19,3.89,2.0,1
67840,CHM,Male,2011,3.08,2.37,3.02,3.19,3.85,2.59,3
77673,CHM,Female,2011,4.5,4.22,4.44,4.71,4.71,3.91,2
50161,CHM,Female,2011,4.22,3.47,4.47,4.74,4.45,2.66,2
69120,CHM,Female,2011,4.35,3.55,4.6,4.77,4.71,2.78,2
57932,CHM,Male,2011,3.26,3.22,3.02,3.29,3.52,2.68,3
39695,CHM,Male,2011,4.14,3.86,4.13,4.23,4.4,3.75,2
39234,CHM,Male,2012,4.01,3.69,3.83,4.32,4.33,2.73,1
54753,CHM,Female,2012,3.43,3.17,3.04,3.97,3.78,2.36,1
34728,CHM,Female,2012,4.05,4.0,3.94,4.13,4.19,3.23,2
34057,CHM,Male,2012,3.88,3.67,3.92,3.81,4.12,2.92,1
24140,CHM,Female,2014,1.79,2.5,1.57,2.1,1.57,2.5,0
38141,CHM,Male,2012,3.84,3.38,4.09,4.13,3.87,3.68,1
62639,CHM,Female,2012,3.36,3.13,2.74,3.35,4.33,3.19,1
69299,CHM,Male,2012,4.04,4.13,4.06,4.19,3.81,3.48,2
37979,CHM,Female,2012,2.9,2.17,2.88,3.45,3.29,2.57,3
61363,CHM,Male,2012,2.6,2.17,2.21,3.16,2.95,3.13,0
56374,CHM,Female,2012,3.61,3.42,3.26,3.74,4.13,3.13,1
77044,CHM,Male,2012,4.33,4.17,4.41,4.23,4.5,4.06,2
88213,CHM,Male,2012,4.55,4.1,4.7,4.71,4.79,3.67,2
52719,CHM,Male,2012,3.89,3.65,3.7,4.1,4.24,3.13,1
85012,CHM,Male,2012,3.68,3.5,3.1,4.16,4.31,2.45,1
66009,CHM,Female,2012,4.02,3.46,3.58,4.45,4.86,2.5,2
74345,CHM,Male,2012,3.01,2.85,2.67,3.13,3.48,2.21,3
55618,CHM,Female,2012,3.58,2.83,3.66,4.0,4.05,2.5,1
49995,CHM,Male,2012,3.99,3.83,4.07,4.19,3.95,1.95,1
31540,CHM,Female,2012,3.11,2.42,3.29,3.39,3.43,4.2,3
64424,CHM,Male,2012,3.8,3.9,3.66,3.55,4.02,3.44,1
74727,CHM,Male,2012,3.16,3.0,2.91,3.74,3.24,3.19,3
70675,CHM,Female,2012,3.66,3.77,3.46,3.68,3.76,2.97,1
38325,CHM,Male,2013,2.66,2.52,2.07,2.84,3.28,2.29,0
47049,CHM,Female,2012,3.29,2.56,2.98,3.97,4.07,2.5,1
63772,CHM,Female,2012,3.74,2.9,3.49,4.13,4.76,3.68,1
80181,CHM,Female,2012,3.82,3.52,3.54,3.97,4.38,2.83,1
42895,CHM,Female,2012,2.83,2.85,2.16,3.68,3.02,2.68,3
69494,CHM,Male,2012,3.6,3.69,3.3,3.96,3.61,2.76,1
23833,CHM,Male,2013,2.84,3.27,2.46,3.32,2.57,2.41,3
35242,CHM,Male,2012,3.49,3.19,3.24,3.97,3.79,2.66,1
27085,CHM,Female,2012,3.12,3.31,2.72,2.87,3.5,3.54,3
68144,CHM,Male,2013,3.59,3.96,3.37,3.61,3.4,3.13,1
73168,CHM,Male,2013,4.13,4.29,4.09,4.35,3.83,2.43,2
45222,CHM,Female,2013,4.5,4.52,4.3,4.58,4.64,3.04,2
69195,CHM,Female,2013,2.3,2.73,2.18,2.58,2.04,2.89,0
24664,CHM,Male,2013,4.47,4.6,4.37,4.26,4.57,3.75,2
96302,CHM,Male,2013,3.88,3.98,3.73,3.74,4.02,2.22,1
74062,CHM,Female,2013,3.34,2.69,3.19,3.71,3.9,2.53,1
66914,CHM,Female,2013,3.92,3.88,3.78,4.13,3.95,3.59,1
44608,CHM,Male,2013,3.66,4.02,3.54,3.39,3.57,3.21,1
96860,CHM,Male,2013,3.29,3.04,3.2,3.42,3.57,2.27,3
63080,CHM,Female,2013,3.65,3.71,3.78,3.81,3.33,2.73,1
89200,CHM,Female,2013,3.1,2.48,3.04,3.32,3.65,2.85,3
73646,CHM,Female,2013,3.56,3.23,3.22,3.87,4.09,2.98,1
89217,CHM,Male,2013,4.13,4.08,4.04,4.32,4.14,3.13,2
52337,CHM,Female,2013,3.9,3.73,3.91,3.81,4.17,2.76,1
39999,CHM,Male,2013,3.6,3.15,3.54,3.87,3.98,2.13,1
34881,CHM,Female,2013,2.73,2.44,2.56,2.61,3.24,3.19,3
37555,CHM,Male,2013,4.07,3.92,4.02,3.74,4.55,2.77,1
82238,CHM,Male,2013,4.83,4.73,4.83,4.87,4.93,2.92,2
85017,CHM,Male,2013,3.73,3.75,3.32,4.06,3.95,3.61,1
72687,CHM,Male,2013,3.82,3.85,3.74,3.77,3.9,3.75,1
78393,CHM,Male,2013,3.64,3.25,3.31,3.87,4.3,2.29,1
92998,CHM,Female,2013,2.91,3.13,2.92,2.71,2.83,2.13,3
70944,CHM,Female,2013,4.11,3.58,4.13,4.55,4.38,1.74,2
28851,CHM,Male,2013,3.46,3.75,3.1,3.68,3.42,3.05,1
97036,CHM,Male,2013,4.34,4.15,4.36,4.61,4.33,3.13,2
35212,CHM,Female,2014,4.08,4.0,4.02,4.32,4.07,3.33,2
48429,CHM,Female,2013,2.29,2.25,1.95,2.46,2.47,2.43,0
84369,CHM,Male,2013,2.86,2.77,2.4,2.81,3.45,2.78,3
31377,CHM,Female,2014,3.2,3.08,2.82,3.32,3.57,3.68,3
60752,CHM,Female,2014,2.98,3.1,2.09,3.06,3.54,2.89,3
88798,CHM,Female,2014,3.67,3.52,3.52,4.0,3.74,2.29,1
39903,CHM,Female,2014,3.98,3.77,4.08,4.26,3.91,2.92,1
94443,CHM,Female,2014,4.18,3.69,4.16,4.58,4.47,2.99,2
52594,CHM,Female,2014,3.36,3.42,3.21,3.16,3.57,3.67,1
82033,CHM,Female,2014,3.43,3.33,3.08,3.35,3.94,3.13,1
56702,CHM,Female,2014,3.17,2.48,3.15,4.19,3.22,2.05,3
88140,CHM,Female,2014,3.16,3.06,3.11,3.23,3.27,3.59,3
48142,CHM,Male,2014,2.98,2.67,2.69,3.87,3.0,2.34,3
78817,CHM,Female,2014,4.6,4.54,4.52,4.71,4.65,2.92,2
68895,CHM,Male,2014,3.01,3.04,2.44,3.58,3.15,2.35,3
51136,CHM,Male,2014,3.25,2.63,3.0,4.35,3.36,3.82,1
37476,CHM,Female,2014,4.66,4.6,4.61,4.55,4.86,3.44,2
93497,CVE,Male,2010,2.45,3.0,1.69,2.45,2.59,2.85,0
23486,CVE,Male,2010,3.42,3.34,2.52,3.46,3.81,3.48,3
68447,CVE,Male,2010,4.62,4.18,4.58,4.57,4.86,3.57,2
92340,CVE,Female,2010,3.91,3.58,3.38,4.09,4.17,2.85,1
24646,CVE,Male,2010,2.94,3.25,2.3,2.39,2.52,2.57,0
38940,CVE,Male,2010,2.62,2.72,2.34,2.33,2.68,2.19,0
56998,CVE,Female,2010,3.06,2.91,2.64,2.63,3.47,3.47,3
59256,CVE,Male,2010,2.41,3.13,2.42,1.84,1.76,2.92,0
51758,CVE,Male,2010,3.33,3.49,2.74,2.7,3.32,3.04,3
86812,CVE,Male,2011,1.97,2.8,2.1,0.99,2.15,2.08,0
96892,CVE,Male,2010,2.56,2.28,2.14,1.87,2.68,4.2,0
69098,CVE,Male,2011,2.05,2.67,1.98,1.72,2.52,2.73,0
47843,CVE,Male,2010,2.9,3.3,2.96,2.21,2.65,3.02,3
96047,CVE,Male,2013,2.68,3.53,1.67,1.85,2.56,3.48,0
57677,CVE,Male,2012,2.42,2.8,2.28,1.84,2.71,2.68,0
50688,CVE,Male,2010,3.6,4.02,3.74,3.32,3.1,2.58,1
91219,CVE,Male,2010,3.82,3.89,3.52,3.36,3.72,3.93,1
59290,CVE,Male,2010,3.41,3.96,2.9,3.2,3.66,3.75,3
95187,CVE,Male,2010,3.69,3.8,2.96,3.96,3.83,2.34,1
83557,CVE,Male,2014,2.21,2.73,1.92,1.56,2.42,2.41,0
70735,CVE,Male,2010,4.31,3.96,4.32,4.29,3.93,3.82,2
42220,CVE,Male,2011,2.1,2.35,1.96,1.1,2.21,3.13,0
94075,CVE,Male,2010,3.5,3.48,3.52,3.36,3.24,2.68,3
60969,CVE,Male,2010,4.22,3.7,3.78,4.67,4.28,3.52,2
24614,CVE,Male,2010,2.71,2.58,2.48,1.88,3.41,3.75,0
36772,CVE,Male,2010,3.9,4.02,3.6,3.9,3.66,3.06,1
30201,CVE,Male,2012,2.27,2.33,1.61,1.95,1.55,2.58,0
71947,CVE,Male,2010,3.09,2.7,2.84,2.94,3.1,2.41,3
60186,CVE,Male,2011,2.18,2.02,1.8,1.71,2.48,2.81,0
25083,CVE,Male,2010,3.19,3.36,2.63,2.81,3.48,3.05,3
59488,CVE,Male,2011,3.63,3.6,3.17,3.28,4.38,2.92,1
72247,CVE,Female,2011,3.88,4.06,3.35,4.0,4.14,2.85,1
58335,CVE,Male,2011,2.77,2.94,1.94,2.76,3.24,3.04,0
54760,CVE,Male,2011,2.8,3.11,2.58,2.82,3.38,3.21,3
42419,CVE,Male,2011,2.74,3.47,2.22,2.0,3.42,3.13,3
23767,CVE,Male,2011,2.74,3.02,1.96,2.63,3.52,2.97,3
68028,CVE,Male,2014,2.42,2.98,2.19,1.59,1.72,2.59,0
35325,CVE,Male,2011,3.32,3.49,3.02,3.16,3.87,3.13,3
42996,CVE,Male,2013,3.69,3.51,3.24,3.74,4.21,2.42,1
73835,CVE,Male,2011,4.65,4.45,4.42,4.86,4.9,4.22,2
31373,CVE,Female,2011,4.5,4.26,4.22,4.45,4.86,4.38,2
23879,CVE,Male,2012,3.48,3.31,2.43,3.3,3.81,3.28,3
40593,CVE,Male,2012,4.28,4.11,3.71,4.51,4.62,3.05,2
38697,CVE,Male,2012,4.57,4.43,4.35,4.56,4.66,3.21,2
34032,CVE,Male,2012,3.14,3.26,2.85,3.53,2.94,3.05,3
64900,CVE,Male,2012,3.25,3.43,2.43,3.19,3.79,3.28,3
42472,CVE,Male,2012,3.63,3.43,2.85,3.91,4.03,3.05,1
25421,CVE,Male,2012,2.45,2.85,2.13,2.18,2.52,2.59,0
35378,CVE,Male,2013,3.59,3.6,2.8,3.58,3.96,2.5,1
65303,CVE,Male,2012,3.49,4.02,2.84,3.25,3.38,2.58,3
67051,CVE,Male,2012,3.79,4.0,3.14,3.71,4.0,3.48,1
36946,CVE,Female,2012,3.95,3.74,3.18,4.07,4.55,2.19,1
53176,CVE,Male,2012,2.91,2.83,2.63,2.57,3.07,3.13,3
23774,CVE,Male,2013,2.68,2.55,1.71,2.63,3.11,2.41,0
69031,CVE,Male,2012,3.72,3.87,3.14,3.46,4.14,3.59,1
82585,CVE,Male,2012,3.59,4.06,3.11,3.4,3.62,2.95,1
85049,CVE,Male,2012,3.49,3.94,3.1,2.77,3.7,2.86,3
47393,CVE,Male,2012,2.91,3.34,2.35,2.16,2.6,2.73,0
78713,CVE,Male,2012,2.34,3.11,2.15,1.79,2.42,2.71,0
31003,CVE,Male,2012,3.74,3.98,3.2,3.4,4.03,3.05,1
80147,CVE,Male,2012,3.8,3.85,3.19,3.93,4.1,2.95,1
33831,CVE,Male,2012,3.32,4.13,3.03,2.76,3.68,3.4,3
86142,CVE,Male,2012,2.25,3.06,2.09,1.56,1.94,2.58,0
38726,CVE,Male,2012,2.69,3.19,2.03,2.02,2.97,3.44,0
56412,CVE,Male,2012,3.08,3.43,2.71,2.39,3.61,3.83,3
54186,CVE,Female,2012,4.09,3.77,3.13,4.24,4.76,3.75,2
86213,CVE,Male,2012,2.69,3.17,1.92,2.46,3.48,3.05,0
74310,CVE,Male,2012,2.67,2.74,2.71,2.54,2.52,2.43,0
41955,CVE,Male,2012,4.0,4.17,4.04,3.53,3.83,2.58,1
26232,CVE,Male,2012,3.07,3.53,2.88,2.84,2.84,2.86,3
59442,CVE,Female,2012,2.81,3.68,1.7,2.51,3.26,2.97,3
39065,CVE,Male,2012,4.47,4.11,4.12,4.56,4.83,3.3,2
38380,CVE,Male,2012,3.5,4.04,2.55,3.42,3.9,2.95,1
28743,CVE,Male,2012,3.71,3.34,3.13,3.8,4.19,3.83,1
30500,CVE,Male,2012,3.51,3.64,2.86,3.61,3.86,2.77,1
37185,CVE,Male,2012,3.12,3.3,2.57,2.94,3.39,2.92,3
57265,CVE,Male,2012,2.98,3.4,2.62,2.53,2.74,2.95,3
27946,CVE,Male,2012,4.18,4.19,3.79,4.38,4.23,2.73,2
88677,CVE,Male,2012,2.68,3.06,2.29,2.56,2.63,2.63,0
73002,CVE,Male,2012,3.79,3.7,3.29,3.98,4.07,2.73,1
61270,CVE,Male,2013,4.06,4.29,3.9,3.81,4.34,3.89,2
82842,CVE,Male,2013,3.74,4.07,3.69,3.47,3.9,2.29,1
49809,CVE,Female,2013,3.66,3.51,3.28,3.39,4.07,2.97,1
79970,CVE,Male,2013,3.41,4.07,3.2,2.53,3.9,3.3,3
91217,CVE,Male,2013,2.6,2.91,2.68,2.16,2.9,2.29,0
52379,CVE,Male,2013,3.07,3.33,2.92,2.93,2.72,2.34,3
52857,CVE,Male,2013,3.29,3.73,2.93,2.77,3.86,2.5,3
29071,CVE,Male,2013,3.1,3.69,2.93,2.19,4.17,2.27,3
62509,CVE,Male,2013,4.45,4.67,4.16,4.55,4.59,3.59,2
25804,CVE,Male,2013,4.12,4.38,3.59,4.05,4.28,3.26,2
92649,CVE,Male,2013,3.76,3.81,3.33,3.49,4.41,1.74,1
82371,CVE,Male,2013,4.7,4.69,4.57,4.74,4.76,3.05,2
78051,CVE,Male,2013,4.04,4.27,3.53,3.62,4.41,2.5,1
87285,CVE,Male,2013,3.04,3.47,3.24,2.47,3.03,2.11,3
30396,CVE,Male,2013,3.7,4.02,3.49,3.19,4.07,3.83,1
77710,CVE,Male,2013,2.62,3.27,2.85,2.04,2.65,3.75,0
54595,CVE,Female,2013,3.34,3.2,2.96,3.02,4.0,2.95,1
76723,CVE,Male,2013,4.93,4.96,4.92,4.93,4.97,4.44,2
27008,CVE,Male,2013,3.0,3.53,3.37,2.2,3.09,2.5,3
66793,CVE,Male,2013,4.75,4.67,4.63,4.81,4.83,4.02,2
34046,CVE,Female,2013,3.75,3.49,3.47,3.86,3.94,3.68,1
67596,CVE,Female,2013,3.97,3.87,3.76,3.8,4.24,2.81,1
82670,CVE,Female,2014,3.3,2.25,2.98,3.07,3.23,2.66,3
35726,CVE,Male,2013,2.58,3.04,2.65,1.51,2.9,2.07,0
60649,CVE,Male,2013,3.12,3.53,2.91,2.22,4.17,2.4,3
79339,CVE,Male,2013,3.79,4.13,3.71,3.48,4.15,2.58,1
86025,CVE,Male,2013,3.76,4.02,3.43,3.64,3.9,2.36,1
36782,CVE,Male,2013,3.53,3.29,3.05,3.09,4.41,2.64,1
75800,CVE,Female,2013,3.88,3.51,3.4,3.43,4.52,2.97,1
44424,CVE,Male,2013,4.61,4.58,4.18,4.79,4.86,2.47,2
42675,CVE,Male,2013,4.06,4.24,3.6,3.5,4.52,3.91,1
75819,CVE,Male,2013,3.94,4.31,3.39,4.02,4.28,3.68,1
42576,CVE,Male,2013,3.62,3.56,2.92,3.26,4.07,3.33,1
29972,CVE,Male,2014,2.18,3.42,2.08,2.0,2.16,2.01,0
38784,CVE,Male,2013,2.75,3.24,3.07,1.9,2.91,3.33,3
27405,CVE,Male,2013,3.02,2.27,2.36,2.76,4.32,2.23,3
68101,CVE,Male,2013,3.3,3.73,2.98,2.96,3.66,4.1,3
65727,CVE,Male,2013,4.04,4.27,3.82,3.76,4.17,2.66,1
48948,CVE,Female,2013,4.44,4.53,4.33,4.21,4.62,3.31,2
84566,CVE,Male,2013,4.14,3.78,3.84,4.18,4.52,2.97,2
52491,CVE,Male,2013,4.33,4.51,4.08,4.24,4.72,3.91,2
39135,CVE,Male,2013,4.36,4.16,4.21,4.38,4.72,3.54,2
70139,CVE,Male,2013,4.58,4.71,4.47,4.43,4.52,2.66,2
42515,CVE,Female,2013,3.92,3.53,3.43,4.02,4.48,2.88,1
86402,CVE,Male,2013,2.67,3.18,3.03,1.73,2.71,3.28,0
78099,CVE,Male,2013,3.08,2.69,3.33,2.29,3.59,2.34,3
34874,CVE,Male,2013,2.64,3.56,2.49,1.86,3.4,3.05,3
25284,CVE,Male,2013,4.3,4.31,4.0,4.19,4.76,3.28,2
71608,CVE,Female,2013,3.97,3.82,3.81,3.98,4.17,3.52,1
50000,CVE,Male,2014,4.18,4.58,3.63,4.02,4.14,2.15,1
29825,CVE,Female,2014,3.97,3.82,3.33,4.19,4.28,2.57,1
58755,CVE,Male,2014,4.62,4.73,4.27,4.67,4.66,3.54,2
57169,CVE,Female,2014,4.54,4.6,4.02,4.6,4.9,2.98,2
36334,CVE,Male,2014,3.75,3.82,3.14,3.64,4.0,2.81,1
33829,CVE,Male,2014,4.62,4.73,4.25,4.52,4.83,3.68,2
94544,CVE,Male,2014,3.27,3.56,2.45,2.87,3.66,2.97,3
73687,CVE,Male,2014,4.55,4.47,4.24,4.55,4.72,4.38,2
93621,CVE,Male,2014,3.45,3.49,2.66,3.19,3.52,2.77,3
41187,CVE,Male,2014,2.97,3.6,2.63,2.54,2.81,2.17,3
79248,CVE,Male,2014,2.99,3.22,2.3,2.7,3.16,2.89,3
85272,CVE,Male,2014,2.88,3.42,2.33,2.45,2.81,3.05,3
45600,CVE,Male,2014,3.74,4.0,3.19,3.68,3.39,2.71,1
24628,CVE,Female,2014,3.36,3.89,3.07,2.89,2.97,2.88,3
80844,CVE,Male,2014,4.2,4.11,3.48,4.31,4.66,2.95,2
25001,CVE,Male,2014,3.76,3.87,3.17,3.38,4.24,2.42,1
53846,CVE,Male,2014,3.76,3.78,2.9,3.7,4.1,3.75,1
27786,CVE,Male,2014,3.86,4.29,3.19,3.71,4.0,3.19,1
93343,CVE,Male,2014,3.39,3.73,2.57,2.89,4.1,3.89,3
31987,CVE,Male,2014,3.63,3.64,2.36,4.05,4.17,2.33,1
29342,CVE,Female,2014,3.6,3.67,3.14,3.26,3.65,3.13,1
43835,CVE,Male,2014,4.01,4.04,3.03,4.1,4.52,3.4,1
71737,CVE,Female,2014,3.45,3.27,2.9,3.25,4.19,1.88,1
31199,CVE,Female,2014,3.85,3.84,2.96,3.86,4.41,2.25,1
46974,CVE,Female,2014,4.68,4.8,4.29,4.67,4.93,3.52,2
68748,CVE,Male,2014,2.88,2.42,2.5,2.74,3.48,2.6,3
52666,CVE,Male,2014,3.19,3.71,2.55,3.04,3.24,2.01,3
82832,CVE,Male,2014,3.79,3.98,3.04,3.91,4.1,2.66,1
40620,CVE,Male,2014,4.22,3.96,3.72,4.48,4.48,2.71,2
60454,CVE,Male,2014,2.71,3.31,2.52,2.35,2.58,3.13,0
68544,CVE,Male,2014,3.69,4.16,2.94,3.37,3.68,2.71,1
52469,CVE,Female,2014,4.46,4.42,3.88,4.57,4.79,4.17,2
75437,CVE,Male,2014,4.44,4.53,3.86,4.38,4.76,2.88,2
67693,CVE,Male,2014,2.81,3.36,2.28,2.52,2.63,2.03,0
51382,CVE,Male,2014,2.92,2.96,2.36,2.81,3.19,2.64,3
55563,CVE,Male,2014,3.9,3.58,3.35,3.98,4.17,2.66,1
85190,CVE,Male,2014,2.61,3.02,2.24,2.19,2.32,1.98,0
91737,CIS,Male,2010,1.9,2.18,2.53,1.17,1.59,2.89,0
25219,CIS,Male,2010,1.95,2.96,1.47,0.97,1.78,3.06,0
71274,CIS,Male,2010,3.77,4.4,3.34,3.62,3.64,3.67,1
64984,CIS,Male,2011,2.24,2.62,2.74,1.39,2.04,3.05,0
42991,CIS,Male,2010,4.3,4.0,4.26,4.41,4.59,3.68,2
27117,CIS,Male,2010,1.91,2.53,2.26,1.69,1.54,2.71,0
63022,CIS,Female,2011,2.55,3.15,2.63,1.34,2.61,2.27,0
38806,CIS,Male,2010,2.28,2.74,2.51,2.29,1.83,2.59,0
87285,CIS,Male,2010,2.37,3.21,2.56,1.95,1.66,2.89,0
80766,CIS,Male,2010,3.99,4.19,3.91,3.69,4.07,2.97,1
65201,CIS,Female,2010,3.88,3.38,4.04,4.14,4.1,3.23,1
67808,CIS,Male,2010,3.18,3.45,2.98,2.9,3.31,3.57,3
84887,CIS,Male,2010,4.7,4.83,4.65,4.55,4.69,4.17,2
86150,CIS,Male,2010,4.39,4.4,4.4,4.31,4.4,2.5,2
54478,CIS,Male,2010,2.55,2.98,2.06,2.45,2.72,2.81,0
59738,CIS,Male,2010,2.91,3.26,2.92,2.52,2.8,2.97,3
75310,CIS,Female,2010,3.15,3.57,3.14,2.66,3.04,3.59,3
42582,CIS,Male,2010,4.36,4.43,4.28,4.48,4.29,3.13,2
76998,CIS,Female,2010,4.73,4.68,4.88,4.55,4.76,2.64,2
48412,CIS,Male,2010,3.73,3.98,3.84,3.31,3.62,3.44,1
55683,CIS,Male,2010,2.7,3.32,2.22,2.79,2.55,3.57,3
58499,CIS,Female,2010,4.43,4.3,4.53,4.38,4.5,4.53,2
67244,CIS,Male,2011,2.09,3.15,1.88,1.86,1.8,2.63,0
54796,CIS,Female,2010,3.47,3.26,3.35,3.52,3.79,2.14,1
39708,CIS,Male,2010,2.2,2.85,1.86,1.66,2.29,3.75,0
41932,CIS,Female,2010,4.78,4.87,4.81,4.66,4.74,3.66,2
90694,CIS,Male,2010,2.81,3.19,2.58,3.06,2.44,3.13,3
66757,CIS,Male,2010,3.79,4.0,3.33,3.48,4.24,3.61,1
53027,CIS,Male,2010,3.88,3.66,3.84,3.69,4.31,3.33,1
24569,CIS,Male,2010,4.75,4.91,4.7,4.69,4.64,2.32,2
66662,CIS,Female,2010,3.27,2.94,3.13,3.72,3.48,3.13,1
73532,CIS,Female,2010,4.7,4.91,4.67,4.48,4.64,3.89,2
80757,CIS,Female,2010,3.02,2.53,2.7,3.29,3.71,2.92,3
71321,CIS,Male,2010,3.36,3.62,3.02,3.31,3.45,3.33,3
94724,CIS,Female,2010,3.81,3.55,4.18,3.77,3.72,4.1,1
44646,CIS,Female,2010,3.39,2.68,3.45,3.9,3.74,3.67,1
87905,CIS,Male,2010,3.41,3.89,3.15,3.69,2.98,2.81,3
68313,CIS,Male,2010,3.67,3.53,3.72,3.55,3.86,4.17,1
90584,CIS,Male,2010,3.48,3.51,3.21,3.52,3.71,2.81,1
96676,CIS,Male,2010,2.55,3.3,2.61,2.06,2.21,3.57,0
68321,CIS,Male,2010,3.43,3.45,3.3,3.48,3.51,2.71,3
78809,CIS,Female,2010,3.18,3.43,3.13,3.1,3.02,2.41,3
91301,CIS,Male,2010,2.17,2.36,2.37,2.45,1.7,2.19,0
90318,CIS,Male,2010,3.51,3.87,3.44,3.48,3.22,3.2,1
82681,CIS,Male,2010,3.44,3.83,3.26,2.72,3.7,3.33,3
40720,CIS,Male,2010,3.03,4.06,2.79,2.68,2.56,3.28,3
32115,CIS,Female,2011,2.62,2.61,2.44,2.26,3.08,3.2,0
87965,CIS,Female,2011,4.22,4.32,4.23,3.87,4.14,4.38,2
95071,CIS,Male,2011,2.43,2.89,1.84,2.1,2.74,3.33,0
72615,CIS,Male,2011,2.81,3.04,2.65,2.77,2.79,2.5,3
86281,CIS,Male,2011,3.68,3.72,3.42,3.93,3.71,3.21,1
34417,CIS,Female,2011,3.75,3.66,3.74,4.0,3.69,2.5,1
91820,CIS,Male,2011,2.46,2.81,2.43,2.66,2.15,3.3,0
78519,CIS,Male,2011,2.92,3.47,2.43,3.24,2.72,3.13,3
92199,CIS,Female,2011,4.44,3.66,4.86,4.59,4.79,3.52,2
71023,CIS,Male,2012,3.19,3.4,2.22,3.55,2.6,2.97,3
88938,CIS,Female,2011,3.89,3.72,3.88,4.31,3.79,2.77,1
73432,CIS,Male,2011,3.13,2.83,2.88,2.97,3.65,2.66,3
23836,CIS,Male,2011,4.0,4.0,4.3,3.66,3.93,3.61,1
42007,CIS,Male,2011,3.16,3.4,2.91,3.21,3.14,3.75,3
47144,CIS,Male,2011,2.59,2.57,2.22,2.78,2.76,2.5,0
74708,CIS,Female,2011,4.57,4.28,4.56,4.62,4.86,3.68,2
40057,CIS,Male,2011,2.79,2.79,2.67,2.9,2.86,2.42,3
71396,CIS,Male,2011,2.76,2.81,2.62,3.17,2.58,3.54,3
66947,CIS,Male,2011,2.7,3.09,2.2,2.79,2.72,2.95,0
48942,CIS,Female,2011,2.76,2.79,3.04,2.81,2.47,3.2,3
39139,CIS,Male,2011,2.74,3.06,2.26,2.76,2.94,3.67,3
51824,CIS,Male,2011,2.44,3.64,1.83,2.39,2.11,2.81,0
55072,CIS,Male,2011,3.65,3.79,3.81,3.24,3.49,3.83,1
61539,CIS,Male,2011,3.73,3.87,3.88,3.59,3.5,3.02,1
94967,CIS,Female,2011,4.5,4.21,4.53,4.55,4.74,2.77,2
73929,CIS,Female,2011,4.23,3.89,4.14,4.38,4.6,3.59,2
72447,CIS,Female,2011,2.96,3.09,2.66,3.23,2.96,2.58,3
67866,CIS,Male,2011,2.51,3.28,2.51,2.55,1.92,2.81,0
91641,CIS,Female,2011,2.34,3.36,2.04,2.0,2.05,2.25,0
49646,CIS,Female,2011,3.99,3.91,3.62,4.07,4.43,3.44,2
77442,CIS,Female,2011,3.87,3.66,4.0,4.07,3.83,3.13,1
46029,CIS,Male,2011,2.67,1.83,2.61,3.52,3.06,2.5,3
34609,CIS,Male,2012,2.71,3.21,2.09,2.32,2.16,3.66,0
33122,CIS,Male,2011,2.54,2.96,2.77,2.45,2.07,2.86,0
37816,CIS,Male,2011,2.62,3.02,2.2,2.55,2.76,2.86,0
34290,CIS,Female,2011,2.93,2.83,2.91,3.06,2.96,2.59,3
27955,CIS,Male,2012,2.84,3.77,3.15,2.79,2.0,3.93,3
57151,CIS,Female,2011,3.49,3.79,3.56,3.17,3.31,3.59,1
58451,CIS,Male,2011,2.59,3.15,2.27,2.58,2.41,2.15,0
75755,CIS,Male,2012,1.95,2.53,1.8,1.79,1.77,2.64,0
24918,CIS,Male,2011,3.37,3.17,3.36,3.55,3.5,2.71,3
